angle_abs_mean_mean,angle_abs_mean_pre_mean,angle_abs_p95_mean,angle_abs_p95_pre_mean,map,mean_segments_passed_per_run,mean_segments_passed_rate_per_run,model,n_entries,n_runs,perturbation,pid_dev_mean_mean,pid_dev_mean_pre_mean,pid_dev_p95_mean,pid_dev_p95_pre_mean,pid_mae_steer_mean,pid_mae_steer_pre_mean,pid_mae_throttle_mean,pid_mae_throttle_pre_mean,primary_metric,segment_pass_rate_micro,severity,sim,test_type,xte_abs_mean_mean,xte_abs_mean_pre_mean,xte_abs_p95_mean,xte_abs_p95_pre_mean
22.502004514951267,20.591093684143658,56.30920935714285,43.02544792857142,jungle,4.0,0.5714285714285714,vit,7,1,baseline,0.8824949421734628,0.8069072019732858,1.1348169528220915,1.0139150868766202,0.1976172049255433,0.19323100472051144,0.8366401226647912,0.7524444485969595,mean_segments_passed_rate_per_run,0.5714285714285714,0,udacity,robustness,1.0055174252329748,0.9064330452461852,3.23872025,2.6457868214285716
16.84623983196254,17.439816745274467,39.71933057142854,40.2721597142857,jungle,2.0,0.2857142857142857,vit,7,1,canny_edges_mapping,0.9026677012924963,0.8618506199817553,1.1115502048647585,1.0455810640119634,0.17748160023099444,0.18401525134674387,0.8664219757989494,0.8226432931845851,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.5262278160397749,0.6218950016955436,2.080983311428571,1.96783088
17.718595009253665,17.575486331246072,41.442669142857135,42.05220978571428,jungle,2.0,0.2857142857142857,vit,7,1,canny_edges_mapping,0.8905434804608865,0.8413425767093055,1.1126870286909814,1.0341143653093703,0.16929098863018105,0.1747848408391553,0.8549510708682394,0.8023290569885282,mean_segments_passed_rate_per_run,0.2857142857142857,4,udacity,robustness,0.708566362161747,0.7056625391191791,3.1827907714285706,2.626004964285713
24.21422547547033,21.26768568438856,62.59420464285715,46.26953157142855,jungle,2.0,0.2857142857142857,vit,7,1,contrast,0.832329636194913,0.7833511969887285,1.09109520673012,0.980691171947189,0.21062286184420978,0.22057147655970666,0.7779775504837418,0.7192697731933194,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.9291207338474211,0.943660871004506,2.9874299214285713,2.820645021428571
25.418904069715637,20.923974028723535,62.6857512142857,44.77376771428572,jungle,1.0,0.14285714285714285,vit,7,1,contrast,0.8440695066502798,0.8200507086461669,1.093363904341084,0.9894631582213763,0.23277838359527156,0.22023938289218284,0.7817178797628666,0.7587775277031802,mean_segments_passed_rate_per_run,0.14285714285714285,4,udacity,robustness,1.1559066486132452,0.8998587360027981,3.420328757142857,2.361160728571428
23.227370594785015,26.293286060541444,56.48234199999998,62.568126285714264,jungle,1.0,0.14285714285714285,vit,7,1,cutout_filter,0.8470371231907302,0.9203637380786917,1.143961798251253,1.1688811682999967,0.23758342285258455,0.26336148340855914,0.7796810769163207,0.8445177411828845,mean_segments_passed_rate_per_run,0.14285714285714285,2,udacity,robustness,1.0379173991290878,1.1367055973602687,3.5699754428571424,3.615619042857142
27.13918002873464,28.311464243794198,83.46349549999998,79.46633185714286,jungle,1.0,0.14285714285714285,vit,7,1,cutout_filter,0.8754671818466573,0.9484483060941568,1.2280884380305264,1.21409623441083,0.2930561800340006,0.30348979244398394,0.7777450713695028,0.8589313350432128,mean_segments_passed_rate_per_run,0.14285714285714285,4,udacity,robustness,1.1766796772149142,1.0801547562163658,3.7835323571428567,3.6993663214285717
21.99846815020362,21.882028668957705,52.06813042857139,52.95133907142854,jungle,4.0,0.5714285714285714,vit,7,1,defocus_blur,0.8074074292418997,0.8104192753575028,1.072597899196508,1.0794798870015014,0.17899991601243206,0.19084066152562154,0.7652843690618234,0.76529414115013,mean_segments_passed_rate_per_run,0.5714285714285714,2,udacity,robustness,0.8982810639240492,0.8814814915849963,2.8007406428571424,2.6281693928571426
26.157783348798166,28.56122617072362,60.09203564285714,64.24311807142857,jungle,2.0,0.2857142857142857,vit,7,1,defocus_blur,0.802273508303985,0.8252982363307543,1.0576296057303012,1.0505390958250473,0.2113245090278835,0.2583180944462109,0.7254340007236956,0.7280716642330367,mean_segments_passed_rate_per_run,0.2857142857142857,4,udacity,robustness,0.8224396684182282,0.8705991791200001,2.7218647142857137,2.6054810214285706
21.44982700430406,20.912225204262732,45.357760214285726,44.76788621428572,jungle,2.0,0.2857142857142857,vit,7,1,dotted_lines_mapping,0.8608852519005924,0.8141052865110032,1.0553288935871947,1.0018065090901167,0.18389717718234452,0.18812314830368806,0.8214539888774749,0.7666492754739677,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.9581193461925525,0.9612012283889707,2.6817920785714287,2.69614005
20.293789639003315,19.244092184020587,47.64554799999997,43.42616171428569,jungle,2.0,0.2857142857142857,vit,7,1,dotted_lines_mapping,0.8399369429965364,0.8139576953627802,1.0834064001578405,1.044505120293032,0.1809767300755822,0.18798408892170704,0.7976658520306025,0.7703890822947846,mean_segments_passed_rate_per_run,0.2857142857142857,4,udacity,robustness,0.8125975763677599,0.7845334383176363,2.651253799999999,2.3579481642857134
21.59549220012707,20.787504493442096,52.12105007142855,47.34388664285715,jungle,2.0,0.2857142857142857,vit,7,1,dynamic_lightning_filter,0.8661292408721984,0.8878146008878579,1.0738353806027618,1.0519029130186863,0.1996686496942585,0.21338024218044002,0.8194411221496748,0.8400536292329106,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.9525717468613336,0.9653310853532461,2.807053214285712,2.624088607142856
20.9374795143764,20.14858309569575,50.34012428571428,49.99381478571427,jungle,2.0,0.2857142857142857,vit,7,1,dynamic_lightning_filter,0.8497667064215813,0.8126989930491255,1.097380281356677,1.0012637129122288,0.19853486666458467,0.21559148945155895,0.8036112421282612,0.7528678978522809,mean_segments_passed_rate_per_run,0.2857142857142857,4,udacity,robustness,0.7910036485515105,0.6989430684229693,2.586374421428571,2.5614038199999998
21.81171448606566,24.617860350838942,45.53727578571426,58.12592835714285,jungle,2.0,0.2857142857142857,vit,7,1,dynamic_object_overlay,0.8508128760137789,0.8028638654020855,1.0459143423711097,1.0211496616737228,0.18457731530538637,0.21146815449057627,0.8091262361266346,0.734546328739412,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,1.0117375533923387,1.1419786734918211,2.746975292857143,3.167805285714285
